Address,Latitude,Longitude
106 Ballyglass Clare ,52.711922,-8.607989
106 Ballyglass Clare ,52.711922,-8.607989
106 Ballyglass Clare ,52.711922,-8.607989
106 Ballyglass Clare ,52.711922,-8.607989
106 Ballyglass Clare ,52.711922,-8.607989
066 Ballynacally Clare ,52.718929,-9.065284
139 Ballynahinch Clare ,52.89945,-8.598337
049 Ballysteen Clare ,52.538388,-9.082629
050 Ballyvaskin Clare ,52.849161,-9.440842
121 Boherglass Clare ,52.843905,-8.981732
018 Boston Clare ,53.031499,-8.932741
140 Caher Clare ,52.942806,-8.819027
122 Caherhurley Clare ,52.843905,-8.981732
077 Cahermurphy Clare ,52.998456,-8.648189
124 Cappaghabaun Clare ,52.947733,-8.578421
107 Cappavilla Clare ,52.665185,-8.609938
107 Cappavilla Clare ,52.665185,-8.609938
107 Cappavilla Clare ,52.665185,-8.609938
007 Carran Clare ,53.037801,-9.075166
125 Carrowbaun Clare ,52.85206,-8.495369
108 Castlecrine Clare ,52.753099,-8.742082
108 Castlecrine Clare ,52.753099,-8.742082
014/008 Noughaval/Castletown Clare ,52.829675,-8.979478
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
026 Clareabbey Clare ,52.821982,-8.975152
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
027 Clenagh Clare ,52.717721,-8.938175
051 Cloghaun Clare ,52.799624,-9.409562
109 Cloghera Clare ,52.715994,-8.595493
109 Cloghera Clare ,52.715994,-8.595493
067 Clondagad Clare ,52.738322,-9.0799
067 Clondagad Clare ,52.738322,-9.0799
078 Cloonadrum Clare ,52.799624,-9.409562
078 Cloonadrum Clare ,52.799624,-9.409562
078 Cloonadrum Clare ,52.799624,-9.409562
052 Cloonanaha Clare ,52.867586,-9.274683
079 Clooncoorha Clare ,52.843905,-8.981732
079 Clooncoorha Clare ,52.843905,-8.981732
053 Clooney Clare ,52.837333,-8.855067
141 Clooney Clare ,52.837333,-8.855067
141 Clooney Clare ,52.837333,-8.855067
110 Cloontra Clare ,52.754361,-8.593317
126 Cloonusker Clare ,52.947733,-8.578421
068 Coolmeen Clare ,52.654128,-8.546438
127 Coolreagh Clare ,52.89945,-8.598337
080 Cooraclare Clare ,52.642026,-9.485441
080 Cooraclare Clare ,52.642026,-9.485441
019 Corrofin Clare ,52.944844,-9.062501
019 Corrofin Clare ,52.944844,-9.062501
019 Corrofin Clare ,52.944844,-9.062501
019 Corrofin Clare ,52.944844,-9.062501
019 Corrofin Clare ,52.944844,-9.062501
019 Corrofin Clare ,52.944844,-9.062501
111 Cratloe Clare ,52.69489,-8.74253
111 Cratloe Clare ,52.69489,-8.74253
111 Cratloe Clare ,52.69489,-8.74253
111 Cratloe Clare ,52.69489,-8.74253
111 Cratloe Clare ,52.69489,-8.74253
081 Creegh Clare ,52.684582,-8.611036
081 Creegh Clare ,52.684582,-8.611036
028 Crusheen Clare ,52.936006,-8.89717
028 Crusheen Clare ,52.936006,-8.89717
028 Crusheen Clare ,52.936006,-8.89717
028 Crusheen Clare ,52.936006,-8.89717
142 Dangan Clare ,52.836649,-8.819706
009 Derreen Clare ,52.82954,-8.979467
129 Derrynagittagh Clare ,52.911117,-8.534351
082 Doonbeg Clare ,52.742579,-9.566141
082 Doonbeg Clare ,52.742579,-9.566141
082 Doonbeg Clare ,52.742579,-9.566141
082 Doonbeg Clare ,52.742579,-9.566141
029 Doora Clare ,52.830071,-8.979652
029 Doora Clare ,52.830071,-8.979652
029 Doora Clare ,52.830071,-8.979652
029 Doora Clare ,52.830071,-8.979652
029 Doora Clare ,52.830071,-8.979652
029 Doora Clare ,52.830071,-8.979652
010 Drumcreehy Clare ,52.843905,-8.981732
010 Drumcreehy Clare ,52.843905,-8.981732
010 Drumcreehy Clare ,52.843905,-8.981732
083 Drumellihy Clare ,52.843905,-8.981732
083 Drumellihy Clare ,52.843905,-8.981732
030 Drumline Clare ,52.851783,-9.081305
030 Drumline Clare ,52.851783,-9.081305
030 Drumline Clare ,52.851783,-9.081305
130 Drummaan Clare ,52.932301,-8.357607
130 Drummaan Clare ,52.932301,-8.357607
130 Drummaan Clare ,52.932301,-8.357607
031 Dysert Clare ,52.628916,-9.451524
084 Einagh Clare ,52.674224,-8.668234
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
032 Ennis Rural Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
002 Ennis No. 2 Urban Clare ,52.843905,-8.981732
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
054 Ennistimon Clare ,52.933815,-9.342113
112 Fahymore Clare ,52.760734,-8.556599
131 Feakle Clare ,52.911117,-8.534351
055 Formoyle Clare ,52.735963,-8.546397
033 Furroor Clare ,52.67655,-9.650085
143 Glendree Clare ,52.928661,-8.722566
085 Glenmore Clare ,52.724548,-9.320508
085 Glenmore Clare ,52.724548,-9.320508
086 Kilballyowen Clare ,52.592434,-9.78051
069 Kilchreest Clare ,52.843905,-8.981732
069 Kilchreest Clare ,52.843905,-8.981732
034 Kilcloher Clare ,52.568859,-9.82191
034 Kilcloher Clare ,52.568859,-9.82191
034 Kilcloher Clare ,52.568859,-9.82191
087 Kilfearagh Clare ,52.67655,-9.650085
087 Kilfearagh Clare ,52.67655,-9.650085
056 Kilfenora Clare ,53.022147,-9.276466
056 Kilfenora Clare ,53.022147,-9.276466
070 Kilfiddane Clare ,52.843905,-8.981732
070 Kilfiddane Clare ,52.843905,-8.981732
088 Kilkee Clare ,52.677825,-9.642148
088 Kilkee Clare ,52.677825,-9.642148
088 Kilkee Clare ,52.677825,-9.642148
088 Kilkee Clare ,52.677825,-9.642148
144 Kilkishen Clare ,52.806832,-8.747386
144 Kilkishen Clare ,52.806832,-8.747386
144 Kilkishen Clare ,52.806832,-8.747386
144 Kilkishen Clare ,52.806832,-8.747386
071 Killadysert Clare ,52.81905,-8.979076
071 Killadysert Clare ,52.81905,-8.979076
071 Killadysert Clare ,52.81905,-8.979076
071 Killadysert Clare ,52.81905,-8.979076
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
134 Killaloe Clare ,52.807422,-8.440105
145 Killanena Clare ,52.986454,-8.694193
035 Killanniv Clare ,52.843905,-8.981732
035 Killanniv Clare ,52.843905,-8.981732
035 Killanniv Clare ,52.843905,-8.981732
035 Killanniv Clare ,52.843905,-8.981732
089 Killard Clare ,52.735419,-9.533371
057 Killaspuglonane Clare ,52.942701,-9.293222
057 Killaspuglonane Clare ,52.942701,-9.293222
113 Killeely Clare ,52.666117,-8.615998
113 Killeely Clare ,52.666117,-8.615998
058 Killilagh Clare ,52.666207,-8.63957
058 Killilagh Clare ,52.666207,-8.63957
058 Killilagh Clare ,52.666207,-8.63957
090 Killimer Clare ,52.634438,-9.481021
090 Killimer Clare ,52.634438,-9.481021
021 Killinaboy Clare ,52.972161,-9.079402
072 Killofin Clare ,52.618868,-9.264478
072 Killofin Clare ,52.618868,-9.264478
114 Killokennedy Clare ,52.82969,-8.594666
036 Killone Clare ,52.81988,-8.997481
036 Killone Clare ,52.81988,-8.997481
146 Killuran Clare ,52.847057,-8.634805
146 Killuran Clare ,52.847057,-8.634805
091 Kilmihil Clare ,52.721665,-9.319348
091 Kilmihil Clare ,52.721665,-9.319348
091 Kilmihil Clare ,52.721665,-9.319348
073 Kilmurry Clare ,52.665185,-8.609938
092 Kilmurry Clare ,52.665185,-8.609938
092 Kilmurry Clare ,52.665185,-8.609938
092 Kilmurry Clare ,52.665185,-8.609938
092 Kilmurry Clare ,52.665185,-8.609938
037 Kilnamona Clare ,52.857612,-9.021883
037 Kilnamona Clare ,52.857612,-9.021883
037 Kilnamona Clare ,52.857612,-9.021883
038 Kilraghtis Clare ,52.843905,-8.981732
038 Kilraghtis Clare ,52.843905,-8.981732
093 Kilrush Rural Clare ,52.843905,-8.981732
093 Kilrush Rural Clare ,52.843905,-8.981732
093 Kilrush Rural Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
005 Kilrush Urban Clare ,52.843905,-8.981732
115 Kilseily Clare ,52.82128,-9.108637
115 Kilseily Clare ,52.82128,-9.108637
059 Kilshanny Clare ,52.942701,-9.293222
147 Kiltannon Clare ,52.882791,-8.795738
116 Kiltenanlea Clare ,52.843905,-8.981732
116 Kiltenanlea Clare ,52.843905,-8.981732
116 Kiltenanlea Clare ,52.843905,-8.981732
116 Kiltenanlea Clare ,52.843905,-8.981732
116 Kiltenanlea Clare ,52.843905,-8.981732
116 Kiltenanlea Clare ,52.843905,-8.981732
022 Kiltoraght Clare ,52.843905,-8.981732
039 Kinturk Clare ,52.812597,-9.236539
094 Knock Clare ,52.81633,-9.059145
095 Knocknaboley Clare ,52.80918,-9.27433
095 Knocknaboley Clare ,52.80918,-9.27433
096 Knocknagore Clare ,52.705272,-9.589598
148 Kyle Clare ,53.34029,-6.216263
117 Lackareagh Clare ,53.016703,-9.027038
060 Liscannor Clare ,52.933637,-9.344338
060 Liscannor Clare ,52.933637,-9.344338
074 Liscasey Clare ,52.753858,-9.136402
074 Liscasey Clare ,52.753858,-9.136402
012 Lisdoonvarna Clare ,53.028928,-9.291559
012 Lisdoonvarna Clare ,53.028928,-9.291559
012 Lisdoonvarna Clare ,53.028928,-9.291559
075 Lisheen Clare ,52.707964,-8.882431
075 Lisheen Clare ,52.707964,-8.882431
149 Loughea Clare ,52.843905,-8.981732
061 Lurraga Clare ,52.627291,-8.660518
062 Magherareagh Clare ,52.946488,-8.501029
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
063 Milltown Malbay Clare ,52.929841,-9.342039
